plasmids	segments
ERR260261_RNODE_65_length_8874_cov_11.37757	2908
ERR260261_RNODE_65_length_8874_cov_11.37757	7559
ERR260261_RNODE_65_length_8874_cov_11.37757	2363
ERR260261_RNODE_65_length_8874_cov_11.37757	7673
ERR260261_RNODE_65_length_8874_cov_11.37757	14862
ERR260261_RNODE_65_length_8874_cov_11.37757	10014
ERR260261_RNODE_65_length_8874_cov_11.37757	5249
ERR260261_RNODE_65_length_8874_cov_11.37757	13320
ERR260261_RNODE_65_length_8874_cov_11.37757	10776
ERR260261_RNODE_65_length_8874_cov_11.37757	15683
ERR260261_RNODE_65_length_8874_cov_11.37757	13509
ERR260261_RNODE_65_length_8874_cov_11.37757	18398
ERR260261_RNODE_65_length_8874_cov_11.37757	18633
ERR260261_RNODE_65_length_8874_cov_11.37757	6164
ERR260261_RNODE_65_length_8874_cov_11.37757	12828
ERR260261_RNODE_65_length_8874_cov_11.37757	17575
ERR260261_RNODE_65_length_8874_cov_11.37757	5304
ERR260261_RNODE_65_length_8874_cov_11.37757	12107
ERR260261_RNODE_65_length_8874_cov_11.37757	11313
ERR260261_RNODE_65_length_8874_cov_11.37757	18156
ERR260261_RNODE_65_length_8874_cov_11.37757	13950
ERR260261_RNODE_65_length_8874_cov_11.37757	1955
ERR260261_RNODE_65_length_8874_cov_11.37757	8095
ERR260261_RNODE_65_length_8874_cov_11.37757	10366
ERR260261_RNODE_65_length_8874_cov_11.37757	3439
ERR260261_RNODE_65_length_8874_cov_11.37757	8213
ERR260261_RNODE_65_length_8874_cov_11.37757	20209
ERR260261_RNODE_65_length_8874_cov_11.37757	8697
ERR260261_RNODE_65_length_8874_cov_11.37757	1516
ERR260261_RNODE_65_length_8874_cov_11.37757	10952
ERR260261_RNODE_65_length_8874_cov_11.37757	12553
ERR260261_RNODE_65_length_8874_cov_11.37757	11730
ERR260261_RNODE_65_length_8874_cov_11.37757	5333
ERR260261_RNODE_65_length_8874_cov_11.37757	3178
ERR260261_RNODE_65_length_8874_cov_11.37757	3310
ERR260261_RNODE_65_length_8874_cov_11.37757	16463
ERR260261_RNODE_65_length_8874_cov_11.37757	11770
ERR260261_RNODE_65_length_8874_cov_11.37757	19864
ERR260261_RNODE_65_length_8874_cov_11.37757	2772
ERR260261_RNODE_65_length_8874_cov_11.37757	5589
ERR260261_RNODE_65_length_8874_cov_11.37757	17173
ERR260261_RNODE_65_length_8874_cov_11.37757	19180
ERR260261_RNODE_65_length_8874_cov_11.37757	13362
ERR260261_RNODE_65_length_8874_cov_11.37757	13588
ERR260261_RNODE_65_length_8874_cov_11.37757	16122
ERR260261_RNODE_65_length_8874_cov_11.37757	1807
ERR260261_RNODE_65_length_8874_cov_11.37757	4540
ERR260261_RNODE_65_length_8874_cov_11.37757	18973
ERR260261_RNODE_65_length_8874_cov_11.37757	20274
ERR260261_RNODE_65_length_8874_cov_11.37757	4881
ERR260261_RNODE_67_length_4776_cov_486.84191	3861
ERR260261_RNODE_67_length_4776_cov_486.84191	11267
ERR260261_RNODE_67_length_4776_cov_486.84191	19656
ERR260261_RNODE_67_length_4776_cov_486.84191	16236
ERR260261_RNODE_67_length_4776_cov_486.84191	14449
ERR260261_RNODE_67_length_4776_cov_486.84191	4686
ERR260261_RNODE_67_length_4776_cov_486.84191	9074
ERR260261_RNODE_67_length_4776_cov_486.84191	11692
ERR260261_RNODE_67_length_4776_cov_486.84191	16096
ERR260261_RNODE_67_length_4776_cov_486.84191	9207
ERR260261_RNODE_67_length_4776_cov_486.84191	16582
ERR260261_RNODE_67_length_4776_cov_486.84191	10282
ERR260261_RNODE_67_length_4776_cov_486.84191	18664
ERR260261_RNODE_67_length_4776_cov_486.84191	12538
ERR260261_RNODE_67_length_4776_cov_486.84191	7530
ERR260261_RNODE_67_length_4776_cov_486.84191	19547
ERR260261_RNODE_67_length_4776_cov_486.84191	14873
ERR260261_RNODE_67_length_4776_cov_486.84191	9360
ERR260261_RNODE_67_length_4776_cov_486.84191	17005
ERR260261_RNODE_67_length_4776_cov_486.84191	6832
ERR260261_RNODE_67_length_4776_cov_486.84191	13368
ERR260261_RNODE_67_length_4776_cov_486.84191	17130
ERR260261_RNODE_67_length_4776_cov_486.84191	19608
ERR260261_RNODE_67_length_4776_cov_486.84191	6319
ERR260261_RNODE_7_length_1075_cov_17.52560	19913
ERR260261_RNODE_7_length_1075_cov_17.52560	19908
ERR260262_RNODE_11_length_2553_cov_20.11120	6366
ERR260262_RNODE_11_length_2553_cov_20.11120	6316
ERR260262_RNODE_11_length_2553_cov_20.11120	8549
ERR260262_RNODE_11_length_2553_cov_20.11120	20838
ERR260262_RNODE_11_length_2553_cov_20.11120	15883
ERR260262_RNODE_25_length_1227_cov_10.55660	20558
ERR260262_RNODE_28_length_2847_cov_8.00000	10652
ERR260262_RNODE_28_length_2847_cov_8.00000	15979
ERR260262_RNODE_28_length_2847_cov_8.00000	15127
ERR260262_RNODE_31_length_2198_cov_10.48820	12195
ERR260262_RNODE_31_length_2198_cov_10.48820	20671
ERR260262_RNODE_34_length_4083_cov_10.95590	19414
ERR260262_RNODE_34_length_4083_cov_10.95590	17699
ERR260262_RNODE_7_length_2918_cov_8.23780	16419
ERR260262_RNODE_7_length_2918_cov_8.23780	15863
ERR260263_RNODE_16_length_5910_cov_45.00760	12717
ERR260263_RNODE_16_length_5910_cov_45.00760	9013
ERR260263_RNODE_16_length_5910_cov_45.00760	2880
ERR260263_RNODE_16_length_5910_cov_45.00760	5221
ERR260263_RNODE_16_length_5910_cov_45.00760	10353
ERR260263_RNODE_22_length_1926_cov_11.16100	15776
ERR260264_RNODE_19_length_2075_cov_18.46410	20715
ERR260264_RNODE_19_length_2075_cov_18.46410	17526
ERR260264_RNODE_19_length_2075_cov_18.46410	17857
ERR260264_RNODE_1_length_1254_cov_6.00480	17827
ERR260264_RNODE_1_length_1254_cov_6.00480	17811
ERR260264_RNODE_4_length_2115_cov_25.95650	10620
ERR260264_RNODE_65_length_5742_cov_568.54829	5137
ERR260264_RNODE_65_length_5742_cov_568.54829	3569
ERR260264_RNODE_65_length_5742_cov_568.54829	6717
ERR260264_RNODE_65_length_5742_cov_568.54829	9830
ERR260264_RNODE_65_length_5742_cov_568.54829	17923
ERR260264_RNODE_65_length_5742_cov_568.54829	7574
ERR260264_RNODE_65_length_5742_cov_568.54829	17400
ERR260264_RNODE_65_length_5742_cov_568.54829	20751
ERR260264_RNODE_65_length_5742_cov_568.54829	7775
ERR260264_RNODE_65_length_5742_cov_568.54829	4248
ERR260264_RNODE_65_length_5742_cov_568.54829	6036
ERR260264_RNODE_65_length_5742_cov_568.54829	5099
ERR260264_RNODE_65_length_5742_cov_568.54829	2844
ERR260264_RNODE_65_length_5742_cov_568.54829	16144
ERR260264_RNODE_65_length_5742_cov_568.54829	17101
ERR260264_RNODE_65_length_5742_cov_568.54829	3755
ERR260264_RNODE_65_length_5742_cov_568.54829	15526
ERR260264_RNODE_65_length_5742_cov_568.54829	14842
ERR260264_RNODE_65_length_5742_cov_568.54829	10444
ERR260264_RNODE_65_length_5742_cov_568.54829	14554
ERR260264_RNODE_65_length_5742_cov_568.54829	12138
ERR260264_RNODE_65_length_5742_cov_568.54829	12703
ERR260265_RNODE_15_length_3336_cov_13.00390	7725
ERR260265_RNODE_15_length_3336_cov_13.00390	7820
ERR260265_RNODE_15_length_3336_cov_13.00390	9667
ERR260265_RNODE_18_length_8350_cov_6.98710	1624
ERR260265_RNODE_19_length_2753_cov_12.45150	18878
ERR260265_RNODE_19_length_2753_cov_12.45150	15733
ERR260265_RNODE_19_length_2753_cov_12.45150	17569
ERR260265_RNODE_19_length_2753_cov_12.45150	11712
ERR260265_RNODE_19_length_2753_cov_12.45150	20841
ERR260265_RNODE_19_length_2753_cov_12.45150	13572
ERR260265_RNODE_19_length_2753_cov_12.45150	16732
ERR260265_RNODE_19_length_2753_cov_12.45150	15670
ERR260265_RNODE_19_length_2753_cov_12.45150	17940
ERR260265_RNODE_33_length_3202_cov_7.95380	20532
ERR260267_RNODE_20_length_5327_cov_45.80590	11517
ERR260267_RNODE_20_length_5327_cov_45.80590	9989
ERR260267_RNODE_20_length_5327_cov_45.80590	3366
ERR260267_RNODE_20_length_5327_cov_45.80590	7376
ERR260267_RNODE_20_length_5327_cov_45.80590	12965
ERR260267_RNODE_20_length_5327_cov_45.80590	13710
ERR260267_RNODE_20_length_5327_cov_45.80590	12702
ERR260267_RNODE_20_length_5327_cov_45.80590	6343
ERR260267_RNODE_20_length_5327_cov_45.80590	9918
ERR260267_RNODE_20_length_5327_cov_45.80590	8698
ERR260267_RNODE_20_length_5327_cov_45.80590	7842
ERR260267_RNODE_20_length_5327_cov_45.80590	17992
ERR260267_RNODE_20_length_5327_cov_45.80590	12810
ERR260267_RNODE_20_length_5327_cov_45.80590	19567
ERR260267_RNODE_20_length_5327_cov_45.80590	8717
ERR260267_RNODE_20_length_5327_cov_45.80590	16393
ERR260267_RNODE_20_length_5327_cov_45.80590	10286
ERR260267_RNODE_20_length_5327_cov_45.80590	14423
ERR260267_RNODE_20_length_5327_cov_45.80590	8211
ERR260267_RNODE_20_length_5327_cov_45.80590	19922
ERR260267_RNODE_20_length_5327_cov_45.80590	5755
ERR260267_RNODE_20_length_5327_cov_45.80590	10455
ERR260267_RNODE_20_length_5327_cov_45.80590	14372
ERR260267_RNODE_20_length_5327_cov_45.80590	7146
ERR260267_RNODE_20_length_5327_cov_45.80590	14244
ERR260267_RNODE_20_length_5327_cov_45.80590	16451
ERR260267_RNODE_20_length_5327_cov_45.80590	17948
ERR260267_RNODE_20_length_5327_cov_45.80590	6077
ERR260267_RNODE_20_length_5327_cov_45.80590	4908
ERR260267_RNODE_20_length_5327_cov_45.80590	11345
ERR260267_RNODE_20_length_5327_cov_45.80590	14195
ERR260267_RNODE_32_length_9292_cov_36.17787	17948
ERR260267_RNODE_32_length_9292_cov_36.17787	17277
ERR260267_RNODE_32_length_9292_cov_36.17787	18192
ERR260267_RNODE_32_length_9292_cov_36.17787	1678
ERR260267_RNODE_32_length_9292_cov_36.17787	18578
ERR260267_RNODE_32_length_9292_cov_36.17787	19677
ERR260267_RNODE_32_length_9292_cov_36.17787	13320
ERR260267_RNODE_32_length_9292_cov_36.17787	18979
ERR260267_RNODE_32_length_9292_cov_36.17787	18398
ERR260267_RNODE_32_length_9292_cov_36.17787	21060
ERR260267_RNODE_32_length_9292_cov_36.17787	18156
ERR260267_RNODE_32_length_9292_cov_36.17787	14732
ERR260267_RNODE_32_length_9292_cov_36.17787	13587
ERR260267_RNODE_32_length_9292_cov_36.17787	2144
ERR260267_RNODE_32_length_9292_cov_36.17787	16478
ERR260267_RNODE_32_length_9292_cov_36.17787	20275
ERR260267_RNODE_32_length_9292_cov_36.17787	19180
ERR260267_RNODE_32_length_9292_cov_36.17787	14195
ERR260267_RNODE_32_length_9292_cov_36.17787	3265
ERR260267_RNODE_32_length_9292_cov_36.17787	14313
ERR260267_RNODE_32_length_9292_cov_36.17787	15448
ERR260267_RNODE_32_length_9292_cov_36.17787	1631
ERR260267_RNODE_32_length_9292_cov_36.17787	14243
ERR260267_RNODE_32_length_9292_cov_36.17787	3637
ERR260267_RNODE_32_length_9292_cov_36.17787	13097
ERR260267_RNODE_32_length_9292_cov_36.17787	11770
ERR260267_RNODE_32_length_9292_cov_36.17787	10776
ERR260267_RNODE_32_length_9292_cov_36.17787	5195
ERR260267_RNODE_32_length_9292_cov_36.17787	12576
ERR260267_RNODE_32_length_9292_cov_36.17787	12553
ERR260267_RNODE_32_length_9292_cov_36.17787	15715
ERR260267_RNODE_32_length_9292_cov_36.17787	7605
ERR260267_RNODE_32_length_9292_cov_36.17787	15936
ERR260267_RNODE_32_length_9292_cov_36.17787	10792
ERR260267_RNODE_32_length_9292_cov_36.17787	9537
ERR260267_RNODE_32_length_9292_cov_36.17787	2703
ERR260267_RNODE_32_length_9292_cov_36.17787	13950
ERR260267_RNODE_32_length_9292_cov_36.17787	11560
ERR260267_RNODE_32_length_9292_cov_36.17787	12478
ERR260267_RNODE_32_length_9292_cov_36.17787	14862
ERR260267_RNODE_32_length_9292_cov_36.17787	7955
ERR260267_RNODE_32_length_9292_cov_36.17787	9276
ERR260267_RNODE_32_length_9292_cov_36.17787	4174
ERR260267_RNODE_32_length_9292_cov_36.17787	9480
ERR260267_RNODE_32_length_9292_cov_36.17787	11307
ERR260267_RNODE_32_length_9292_cov_36.17787	15457
ERR260267_RNODE_32_length_9292_cov_36.17787	12547
ERR260267_RNODE_32_length_9292_cov_36.17787	2247
ERR260267_RNODE_32_length_9292_cov_36.17787	20274
ERR260267_RNODE_32_length_9292_cov_36.17787	6988
ERR260267_RNODE_32_length_9292_cov_36.17787	19223
ERR260267_RNODE_32_length_9292_cov_36.17787	16122
ERR260267_RNODE_32_length_9292_cov_36.17787	5730
ERR260267_RNODE_32_length_9292_cov_36.17787	7263
ERR260269_RNODE_11_length_34209_cov_13.56990	3845
ERR260269_RNODE_11_length_34209_cov_13.56990	11956
ERR260269_RNODE_11_length_34209_cov_13.56990	195
ERR260269_RNODE_11_length_34209_cov_13.56990	5081
ERR260269_RNODE_11_length_34209_cov_13.56990	10951
ERR260269_RNODE_11_length_34209_cov_13.56990	258
ERR260269_RNODE_11_length_34209_cov_13.56990	11559
ERR260269_RNODE_11_length_34209_cov_13.56990	14191
ERR260269_RNODE_11_length_34209_cov_13.56990	2631
ERR260271_RNODE_1_length_1268_cov_9.56150	20756
ERR260271_RNODE_1_length_1268_cov_9.56150	18846
ERR260271_RNODE_4_length_1378_cov_3.96370	19145
ERR260271_RNODE_4_length_1378_cov_3.96370	16477
ERR260271_RNODE_4_length_1378_cov_3.96370	16410
ERR260271_RNODE_4_length_1378_cov_3.96370	16409
ERR260272_RNODE_6_length_6368_cov_8.97740	8190
ERR260272_RNODE_6_length_6368_cov_8.97740	7820
ERR260272_RNODE_6_length_6368_cov_8.97740	5236
ERR260272_RNODE_6_length_6368_cov_8.97740	7725
ERR260272_RNODE_6_length_6368_cov_8.97740	18115
ERR260272_RNODE_6_length_6368_cov_8.97740	12051
ERR260273_RNODE_12_length_4022_cov_5.14986	12871
ERR260273_RNODE_12_length_4022_cov_5.14986	18806
ERR260273_RNODE_12_length_4022_cov_5.14986	16014
ERR260273_RNODE_12_length_4022_cov_5.14986	15684
ERR260273_RNODE_12_length_4022_cov_5.14986	17521
ERR260273_RNODE_12_length_4022_cov_5.14986	18067
ERR260273_RNODE_12_length_4022_cov_5.14986	12915
ERR260273_RNODE_12_length_4022_cov_5.14986	14469
ERR260273_RNODE_12_length_4022_cov_5.14986	11968
ERR260273_RNODE_12_length_4022_cov_5.14986	10555
ERR260273_RNODE_12_length_4022_cov_5.14986	20229
ERR260273_RNODE_12_length_4022_cov_5.14986	14293
ERR260273_RNODE_12_length_4022_cov_5.14986	12295
ERR260273_RNODE_12_length_4022_cov_5.14986	16372
ERR260273_RNODE_12_length_4022_cov_5.14986	19154
ERR260274_RNODE_1_length_2734_cov_8.36870	10831
ERR260274_RNODE_1_length_2734_cov_8.36870	13325
ERR260274_RNODE_1_length_2734_cov_8.36870	10514
ERR260274_RNODE_1_length_2734_cov_8.36870	12966
ERR260274_RNODE_1_length_2734_cov_8.36870	20737
ERR260274_RNODE_1_length_2734_cov_8.36870	19685
ERR275251_RNODE_20_length_1679_cov_6.97320	14874
ERR275251_RNODE_20_length_1679_cov_6.97320	12124
ERR275252_RNODE_2_length_1698_cov_13.06600	20373
ERR275252_RNODE_2_length_1698_cov_13.06600	19205
ERR275252_RNODE_6_length_1900_cov_20.97210	15776
ERR321067_RNODE_8_length_1575_cov_5.45970	14532
ERR321067_RNODE_8_length_1575_cov_5.45970	16095
ERR321067_RNODE_8_length_1575_cov_5.45970	14065
ERR321076_RNODE_5_length_1415_cov_11.95190	17781
ERR321077_RNODE_2_length_1567_cov_11.00700	14966
ERR321078_RNODE_3_length_1777_cov_9.89870	15541
ERR321084_RNODE_12_length_1739_cov_22.24840	21075
ERR321084_RNODE_12_length_1739_cov_22.24840	14155
ERR321084_RNODE_12_length_1739_cov_22.24840	16228
ERR321084_RNODE_8_length_2625_cov_9.61300	13454
ERR321084_RNODE_9_length_1747_cov_47.00000	16163
ERR321090_RNODE_1_length_1218_cov_8.00660	18213
ERR321091_RNODE_1_length_3180_cov_27.78110	20351
ERR321111_RNODE_1_length_1732_cov_12.00690	19421
ERR321111_RNODE_1_length_1732_cov_12.00690	15709
ERR321111_RNODE_1_length_1732_cov_12.00690	13632
ERR321111_RNODE_1_length_1732_cov_12.00690	13019
ERR321111_RNODE_1_length_1732_cov_12.00690	19491
ERR321115_RNODE_1_length_1907_cov_13.77560	18680
ERR321115_RNODE_1_length_1907_cov_13.77560	17927
ERR321117_RNODE_7_length_2307_cov_6.76420	13836
ERR321117_RNODE_7_length_2307_cov_6.76420	16788
ERR321125_RNODE_12_length_2444_cov_36.03520	17703
ERR321125_RNODE_12_length_2444_cov_36.03520	16632
ERR321127_RNODE_2_length_3991_cov_17.91480	6743
ERR321127_RNODE_2_length_3991_cov_17.91480	7975
ERR321131_RNODE_3_length_10600_cov_37.86040	14862
ERR321131_RNODE_3_length_10600_cov_37.86040	16478
ERR321131_RNODE_3_length_10600_cov_37.86040	15457
ERR321131_RNODE_3_length_10600_cov_37.86040	16617
ERR321131_RNODE_3_length_10600_cov_37.86040	13950
ERR321131_RNODE_3_length_10600_cov_37.86040	2124
ERR321131_RNODE_3_length_10600_cov_37.86040	6479
ERR321131_RNODE_3_length_10600_cov_37.86040	13362
ERR321131_RNODE_3_length_10600_cov_37.86040	20274
ERR321131_RNODE_3_length_10600_cov_37.86040	9537
ERR321131_RNODE_3_length_10600_cov_37.86040	14643
ERR321131_RNODE_3_length_10600_cov_37.86040	4174
ERR321131_RNODE_3_length_10600_cov_37.86040	13587
ERR321131_RNODE_3_length_10600_cov_37.86040	18629
ERR321131_RNODE_3_length_10600_cov_37.86040	14073
ERR321131_RNODE_3_length_10600_cov_37.86040	19677
ERR321131_RNODE_3_length_10600_cov_37.86040	18292
ERR321131_RNODE_3_length_10600_cov_37.86040	18979
ERR321131_RNODE_3_length_10600_cov_37.86040	18192
ERR321131_RNODE_3_length_10600_cov_37.86040	3017
ERR321131_RNODE_3_length_10600_cov_37.86040	2144
ERR321131_RNODE_3_length_10600_cov_37.86040	6276
ERR321131_RNODE_3_length_10600_cov_37.86040	12553
ERR321131_RNODE_3_length_10600_cov_37.86040	15088
ERR321131_RNODE_3_length_10600_cov_37.86040	15217
ERR321131_RNODE_3_length_10600_cov_37.86040	14313
ERR321131_RNODE_3_length_10600_cov_37.86040	17575
ERR321131_RNODE_3_length_10600_cov_37.86040	6988
ERR321131_RNODE_3_length_10600_cov_37.86040	8561
ERR321131_RNODE_3_length_10600_cov_37.86040	20275
ERR321131_RNODE_3_length_10600_cov_37.86040	10776
ERR321131_RNODE_3_length_10600_cov_37.86040	17932
ERR321131_RNODE_3_length_10600_cov_37.86040	12342
ERR321131_RNODE_3_length_10600_cov_37.86040	12576
ERR321131_RNODE_3_length_10600_cov_37.86040	15448
ERR321131_RNODE_3_length_10600_cov_37.86040	18398
ERR321131_RNODE_3_length_10600_cov_37.86040	17277
ERR321131_RNODE_3_length_10600_cov_37.86040	18156
ERR321131_RNODE_3_length_10600_cov_37.86040	2703
ERR321131_RNODE_3_length_10600_cov_37.86040	11560
ERR321131_RNODE_3_length_10600_cov_37.86040	2247
ERR321131_RNODE_3_length_10600_cov_37.86040	14195
ERR321131_RNODE_3_length_10600_cov_37.86040	1631
ERR321131_RNODE_3_length_10600_cov_37.86040	11770
ERR321131_RNODE_3_length_10600_cov_37.86040	17977
ERR321131_RNODE_3_length_10600_cov_37.86040	9220
ERR321131_RNODE_3_length_10600_cov_37.86040	16122
ERR321131_RNODE_3_length_10600_cov_37.86040	12478
ERR321131_RNODE_3_length_10600_cov_37.86040	14243
ERR321131_RNODE_3_length_10600_cov_37.86040	5156
ERR321131_RNODE_3_length_10600_cov_37.86040	15715
ERR321133_RNODE_10_length_3554_cov_18.89870	5397
ERR321133_RNODE_3_length_2637_cov_23.00000	12884
ERR321133_RNODE_4_length_1380_cov_6.17390	19593
ERR321135_RNODE_1_length_2796_cov_18.00000	13454
ERR321143_RNODE_4_length_2243_cov_11.39230	17913
ERR321153_RNODE_1_length_1550_cov_22.01420	14712
ERR321153_RNODE_1_length_1550_cov_22.01420	14715
ERR321154_RNODE_1_length_6397_cov_65.75300	3488
ERR321154_RNODE_1_length_6397_cov_65.75300	7493
ERR321154_RNODE_1_length_6397_cov_65.75300	9837
ERR321154_RNODE_1_length_6397_cov_65.75300	15864
ERR321154_RNODE_1_length_6397_cov_65.75300	11623
ERR321154_RNODE_1_length_6397_cov_65.75300	4422
ERR321154_RNODE_1_length_6397_cov_65.75300	18236
ERR321154_RNODE_1_length_6397_cov_65.75300	13012
ERR321154_RNODE_1_length_6397_cov_65.75300	3334
ERR321154_RNODE_1_length_6397_cov_65.75300	15065
ERR321154_RNODE_1_length_6397_cov_65.75300	11125
ERR321154_RNODE_1_length_6397_cov_65.75300	11831
ERR321154_RNODE_1_length_6397_cov_65.75300	12869
ERR321154_RNODE_1_length_6397_cov_65.75300	12809
ERR321154_RNODE_1_length_6397_cov_65.75300	10439
ERR321154_RNODE_1_length_6397_cov_65.75300	7737
ERR321154_RNODE_1_length_6397_cov_65.75300	9140
ERR321154_RNODE_1_length_6397_cov_65.75300	10049
ERR321154_RNODE_1_length_6397_cov_65.75300	16034
ERR321154_RNODE_1_length_6397_cov_65.75300	6678
ERR321154_RNODE_1_length_6397_cov_65.75300	8814
ERR321154_RNODE_1_length_6397_cov_65.75300	6656
ERR321154_RNODE_1_length_6397_cov_65.75300	8408
ERR321154_RNODE_1_length_6397_cov_65.75300	18664
ERR321154_RNODE_1_length_6397_cov_65.75300	11609
ERR321154_RNODE_1_length_6397_cov_65.75300	11478
ERR321154_RNODE_1_length_6397_cov_65.75300	5965
ERR321154_RNODE_1_length_6397_cov_65.75300	8259
ERR321154_RNODE_1_length_6397_cov_65.75300	7195
ERR321154_RNODE_1_length_6397_cov_65.75300	11441
ERR321154_RNODE_1_length_6397_cov_65.75300	7202
ERR321154_RNODE_1_length_6397_cov_65.75300	3977
ERR321154_RNODE_1_length_6397_cov_65.75300	6291
ERR321156_RNODE_7_length_3360_cov_16.33750	11577
ERR321156_RNODE_7_length_3360_cov_16.33750	8449
ERR321156_RNODE_7_length_3360_cov_16.33750	17430
ERR321159_RNODE_10_length_70504_cov_64.00090	7243
ERR321159_RNODE_10_length_70504_cov_64.00090	14239
ERR321159_RNODE_10_length_70504_cov_64.00090	261
ERR321159_RNODE_10_length_70504_cov_64.00090	17040
ERR321159_RNODE_10_length_70504_cov_64.00090	1395
ERR321159_RNODE_10_length_70504_cov_64.00090	12134
ERR321159_RNODE_10_length_70504_cov_64.00090	10043
ERR321159_RNODE_10_length_70504_cov_64.00090	7091
ERR321159_RNODE_10_length_70504_cov_64.00090	17604
ERR321159_RNODE_10_length_70504_cov_64.00090	5219
ERR321159_RNODE_10_length_70504_cov_64.00090	8295
ERR321159_RNODE_10_length_70504_cov_64.00090	11561
ERR321159_RNODE_10_length_70504_cov_64.00090	3690
ERR321159_RNODE_10_length_70504_cov_64.00090	6445
ERR321159_RNODE_10_length_70504_cov_64.00090	4096
ERR321159_RNODE_9_length_6627_cov_20.00000	12537
ERR321166_RNODE_1_length_1932_cov_83.18430	13422
ERR321166_RNODE_1_length_1932_cov_83.18430	18728
ERR321166_RNODE_1_length_1932_cov_83.18430	11754
ERR321166_RNODE_1_length_1932_cov_83.18430	18650
ERR321166_RNODE_1_length_1932_cov_83.18430	11744
ERR321166_RNODE_1_length_1932_cov_83.18430	17049
ERR321166_RNODE_1_length_1932_cov_83.18430	11743
ERR321166_RNODE_1_length_1932_cov_83.18430	14057
ERR321166_RNODE_1_length_1932_cov_83.18430	14179
ERR321171_RNODE_1_length_3666_cov_45.59030	8501
ERR321171_RNODE_5_length_3491_cov_8.32770	11466
ERR321171_RNODE_5_length_3491_cov_8.32770	17699
ERR321171_RNODE_5_length_3491_cov_8.32770	20654
ERR321171_RNODE_5_length_3491_cov_8.32770	19414
ERR321172_RNODE_4_length_4101_cov_46.77570	11139
ERR321177_RNODE_1_length_1589_cov_16.01010	14403
ERR321177_RNODE_1_length_1589_cov_16.01010	14531
ERR321177_RNODE_1_length_1589_cov_16.01010	14351
ERR321179_RNODE_4_length_1133_cov_5.68050	19291
ERR321179_RNODE_4_length_1133_cov_5.68050	19288
ERR321194_RNODE_4_length_1927_cov_24.01250	14057
ERR321194_RNODE_4_length_1927_cov_24.01250	11743
ERR321194_RNODE_4_length_1927_cov_24.01250	11754
ERR321194_RNODE_4_length_1927_cov_24.01250	14179
ERR321194_RNODE_4_length_1927_cov_24.01250	11744
ERR321194_RNODE_4_length_1927_cov_24.01250	13422
ERR321194_RNODE_4_length_1927_cov_24.01250	17049
ERR321194_RNODE_4_length_1927_cov_24.01250	18650
ERR321194_RNODE_4_length_1927_cov_24.01250	11881
ERR321194_RNODE_6_length_5306_cov_12.00230	9515
ERR321194_RNODE_6_length_5306_cov_12.00230	5977
ERR321199_RNODE_5_length_2255_cov_13.81600	14822
ERR321211_RNODE_2_length_1134_cov_25.91180	19291
ERR321211_RNODE_2_length_1134_cov_25.91180	19288
ERR321220_RNODE_4_length_3807_cov_38.81060	14975
ERR321220_RNODE_4_length_3807_cov_38.81060	12016
ERR321220_RNODE_4_length_3807_cov_38.81060	20589
ERR321220_RNODE_4_length_3807_cov_38.81060	17395
ERR321220_RNODE_4_length_3807_cov_38.81060	15121
ERR321220_RNODE_4_length_3807_cov_38.81060	16112
ERR321223_RNODE_1_length_1890_cov_15.00790	13372
ERR321259_RNODE_2_length_1060_cov_3.87830	20330
ERR321259_RNODE_2_length_1060_cov_3.87830	20336
ERR321259_RNODE_2_length_1060_cov_3.87830	20357
ERR321259_RNODE_5_length_3623_cov_16.91170	5232
ERR321259_RNODE_5_length_3623_cov_16.91170	14597
ERR321259_RNODE_5_length_3623_cov_16.91170	6472
ERR321259_RNODE_5_length_3623_cov_16.91170	21187
ERR321259_RNODE_5_length_3623_cov_16.91170	5198
ERR321259_RNODE_5_length_3623_cov_16.91170	20484
ERR321259_RNODE_5_length_3623_cov_16.91170	11069
ERR321259_RNODE_5_length_3623_cov_16.91170	6143
ERR321259_RNODE_5_length_3623_cov_16.91170	12105
ERR321259_RNODE_5_length_3623_cov_16.91170	9614
ERR321259_RNODE_5_length_3623_cov_16.91170	20425
ERR321259_RNODE_5_length_3623_cov_16.91170	5192
ERR321262_RNODE_16_length_3417_cov_6.31520	10830
ERR321262_RNODE_16_length_3417_cov_6.31520	6170
ERR321292_RNODE_3_length_2487_cov_26.79090	19925
ERR321312_RNODE_2_length_3387_cov_12.97110	10021
ERR321347_RNODE_3_length_3425_cov_24.39210	16341
ERR321347_RNODE_3_length_3425_cov_24.39210	21133
ERR321352_RNODE_6_length_5039_cov_10.00200	20355
ERR321352_RNODE_6_length_5039_cov_10.00200	19791
ERR321352_RNODE_6_length_5039_cov_10.00200	4859
ERR321352_RNODE_6_length_5039_cov_10.00200	3660
ERR321364_RNODE_5_length_3904_cov_7.31690	5871
ERR321364_RNODE_5_length_3904_cov_7.31690	16139
ERR321378_RNODE_7_length_2764_cov_13.29670	7844
ERR321388_RNODE_5_length_3205_cov_7.00220	14966
ERR321393_RNODE_1_length_2153_cov_6.00280	14836
ERR321393_RNODE_1_length_2153_cov_6.00280	11002
ERR321395_RNODE_2_length_3224_cov_19.13590	9260
ERR321395_RNODE_2_length_3224_cov_19.13590	6780
ERR321400_RNODE_1_length_2028_cov_7.00350	11400
